Entry, Tail, Size, Date,Resolution,Height,Width,Depth
EMD-0004,emd_0004_half_map_1.map.gz,175197079,2019-01-08,3.23,370.0,370.0,370.0
EMD-0004,emd_0004_half_map_2.map.gz,175182700,2019-01-08,3.23,370.0,370.0,370.0
EMD-0005,emd_0005_half_map_1.map.gz,175510048,2019-01-06,3.34,370.0,370.0,370.0
EMD-0005,emd_0005_half_map_2.map.gz,175486476,2019-01-06,3.34,370.0,370.0,370.0
EMD-0006,emd_0006_half_map_1.map.gz,140538397,2019-01-06,3.5,370.0,370.0,370.0
EMD-0006,emd_0006_half_map_2.map.gz,140557469,2019-01-06,3.5,370.0,370.0,370.0
EMD-0011,emd_0011_half_map_1.map.gz,203734278,2018-09-18,3.3,400.0,400.0,400.0
EMD-0011,emd_0011_half_map_2.map.gz,203943751,2018-09-18,3.3,400.0,400.0,400.0
EMD-0012,emd_0012_half_map_1.map.gz,13479747,2018-11-10,4.06,224.0,224.0,224.0
EMD-0012,emd_0012_half_map_2.map.gz,13479606,2018-11-10,4.06,224.0,224.0,224.0
EMD-0013,emd_0013_half_map_1.map.gz,48209519,2021-01-20,4.9,310.0,310.0,250.0
EMD-0013,emd_0013_half_map_2.map.gz,48200579,2021-01-20,4.9,310.0,310.0,250.0
EMD-0023,emd_0023_half_map_1.map.gz,13436496,2018-11-10,4.06,224.0,224.0,224.0
EMD-0023,emd_0023_half_map_2.map.gz,13478286,2018-11-10,4.06,224.0,224.0,224.0
EMD-0024,emd_0024_half_map_1.map.gz,12852040,2018-11-10,3.87,224.0,224.0,224.0
EMD-0024,emd_0024_half_map_2.map.gz,12851867,2018-11-10,3.87,224.0,224.0,224.0
EMD-0025,emd_0025_half_map_1.map.gz,62347253,2019-11-16,3.2,256.0,256.0,256.0
EMD-0025,emd_0025_half_map_2.map.gz,62348226,2019-11-16,3.2,256.0,256.0,256.0
EMD-0026,emd_0026_half_map_1.map.gz,201353141,2019-08-08,6.3,400.0,400.0,400.0
EMD-0026,emd_0026_half_map_2.map.gz,201294538,2019-08-08,6.3,400.0,400.0,400.0
EMD-0030,emd_0030_half_map_1.map.gz,147558608,2018-09-01,3.34,360.0,360.0,360.0
EMD-0030,emd_0030_half_map_2.map.gz,147703499,2018-09-01,3.34,360.0,360.0,360.0
EMD-0031,emd_0031_half_map_1.map.gz,147775130,2018-08-16,3.1,360.0,360.0,360.0
EMD-0031,emd_0031_half_map_2.map.gz,147554012,2018-08-16,3.1,360.0,360.0,360.0
EMD-0032,emd_0032_half_map_1.map.gz,147625553,2018-09-01,3.49,360.0,360.0,360.0
EMD-0032,emd_0032_half_map_2.map.gz,147300452,2018-09-01,3.49,360.0,360.0,360.0
EMD-0033,emd_0033_half_map_1.map.gz,147759320,2018-09-01,3.2,360.0,360.0,360.0
EMD-0033,emd_0033_half_map_2.map.gz,147648917,2018-09-01,3.2,360.0,360.0,360.0
EMD-0034,emd_0034_half_map_1.map.gz,147363580,2018-09-01,3.28,360.0,360.0,360.0
EMD-0034,emd_0034_half_map_2.map.gz,147264641,2018-09-01,3.28,360.0,360.0,360.0
EMD-0035,emd_0035_half_map_1.map.gz,147671747,2018-09-01,3.49,360.0,360.0,360.0
EMD-0035,emd_0035_half_map_2.map.gz,147577692,2018-09-01,3.49,360.0,360.0,360.0
EMD-0036,emd_0036_half_map_1.map.gz,147707629,2018-09-01,3.1,360.0,360.0,360.0
EMD-0036,emd_0036_half_map_2.map.gz,147725928,2018-09-01,3.1,360.0,360.0,360.0
EMD-0037,emd_0037_half_map_1.map.gz,147447740,2020-11-18,3.34,360.0,360.0,360.0
EMD-0037,emd_0037_half_map_2.map.gz,148022085,2020-11-18,3.34,360.0,360.0,360.0
EMD-0038,emd_0038_half_map_1.map.gz,52027325,2018-08-30,3.2,256.0,256.0,256.0
EMD-0038,emd_0038_half_map_2.map.gz,52031830,2018-08-30,3.2,256.0,256.0,256.0
EMD-0039,emd_0039_half_map_1.map.gz,52027325,2018-09-17,3.4,256.0,256.0,256.0
EMD-0039,emd_0039_half_map_2.map.gz,52031830,2018-09-17,3.4,256.0,256.0,256.0
EMD-0040,emd_0040_half_map_1.map.gz,51958226,2018-09-01,3.4,256.0,256.0,256.0
EMD-0040,emd_0040_half_map_2.map.gz,51964268,2018-09-01,3.4,256.0,256.0,256.0
EMD-0041,emd_0041_half_map_1.map.gz,52073805,2018-09-01,3.9,256.0,256.0,256.0
EMD-0041,emd_0041_half_map_2.map.gz,52199709,2018-09-01,3.9,256.0,256.0,256.0
EMD-0042,emd_0042_half_map_1.map.gz,52234888,2018-09-01,3.3,256.0,256.0,256.0
EMD-0042,emd_0042_half_map_2.map.gz,52245055,2018-09-01,3.3,256.0,256.0,256.0
EMD-0043,emd_0043_half_map_1.map.gz,29292123,2019-04-06,3.7,240.0,240.0,240.0
EMD-0043,emd_0043_half_map_2.map.gz,29269432,2019-04-06,3.7,240.0,240.0,240.0
EMD-0044,emd_0044_half_map_1.map.gz,22902445,2018-10-08,4.9,224.0,224.0,224.0
EMD-0044,emd_0044_half_map_2.map.gz,22922049,2018-10-08,4.9,224.0,224.0,224.0
EMD-0050,emd_0050_half_map_1.map.gz,179029865,2019-03-23,14.9,384.0,384.0,384.0
EMD-0050,emd_0050_half_map_2.map.gz,178942766,2019-03-23,14.9,384.0,384.0,384.0
EMD-0057,emd_0057_half_map_1.map.gz,84737268,2019-07-22,5.15,300.0,300.0,300.0
EMD-0057,emd_0057_half_map_2.map.gz,84723889,2019-07-22,5.15,300.0,300.0,300.0
EMD-0058,emd_0058_half_map_1.map.gz,84756287,2019-06-26,5.75,300.0,300.0,300.0
EMD-0058,emd_0058_half_map_2.map.gz,84736052,2019-06-26,5.75,300.0,300.0,300.0
EMD-0071,emd_0071_half_map_1.map.gz,135264039,2019-06-22,3.9,350.0,350.0,350.0
EMD-0071,emd_0071_half_map_2.map.gz,135294818,2019-06-22,3.9,350.0,350.0,350.0
EMD-0072,emd_0072_half_map_1.map.gz,83319957,2019-03-23,18.2,300.0,300.0,300.0
EMD-0072,emd_0072_half_map_2.map.gz,83104596,2019-03-23,18.2,300.0,300.0,300.0
EMD-0073,emd_0073_half_map_1.map.gz,83366844,2019-03-23,8.9,300.0,300.0,300.0
EMD-0073,emd_0073_half_map_2.map.gz,83325977,2019-03-23,8.9,300.0,300.0,300.0
EMD-0074,emd_0074_half_map_1.map.gz,5187322,2020-02-17,18.0,120.0,120.0,120.0
EMD-0074,emd_0074_half_map_2.map.gz,5195661,2020-02-17,18.0,120.0,120.0,120.0
EMD-0075,emd_0075_half_map_1.map.gz,5198735,2020-02-06,21.0,120.0,120.0,120.0
EMD-0075,emd_0075_half_map_2.map.gz,5188621,2020-02-06,21.0,120.0,120.0,120.0
EMD-0077,emd_0077_half_map_1.map.gz,61221950,2018-09-01,3.2,270.0,270.0,270.0
EMD-0077,emd_0077_half_map_2.map.gz,61236141,2018-09-01,3.2,270.0,270.0,270.0
EMD-0078,emd_0078_half_map_1.map.gz,16930577,2018-09-08,8.0,180.0,180.0,180.0
EMD-0078,emd_0078_half_map_2.map.gz,16929636,2018-09-08,8.0,180.0,180.0,180.0
EMD-0084,emd_0084_half_map_1.map.gz,5186894,2020-02-06,22.0,120.0,120.0,120.0
EMD-0084,emd_0084_half_map_2.map.gz,5190046,2020-02-06,22.0,120.0,120.0,120.0
EMD-0085,emd_0085_half_map_1.map.gz,12490129,2020-02-06,22.0,160.0,160.0,160.0
EMD-0085,emd_0085_half_map_2.map.gz,12504779,2020-02-06,22.0,160.0,160.0,160.0
EMD-0086,emd_0086_half_map_1.map.gz,12465612,2020-02-06,14.0,160.0,160.0,160.0
EMD-0086,emd_0086_half_map_2.map.gz,12463360,2020-02-06,14.0,160.0,160.0,160.0
EMD-0087,emd_0087_half_map_1.map.gz,12473150,2020-02-06,16.0,160.0,160.0,160.0
EMD-0087,emd_0087_half_map_2.map.gz,12472228,2020-02-06,16.0,160.0,160.0,160.0
EMD-0090,emd_0090_half_map_1.map.gz,84467738,2018-11-27,5.1,300.0,300.0,300.0
EMD-0090,emd_0090_half_map_2.map.gz,84477106,2018-11-27,5.1,300.0,300.0,300.0
EMD-0091,emd_0091_half_map_1.map.gz,84494091,2018-11-27,4.8,300.0,300.0,300.0
EMD-0091,emd_0091_half_map_2.map.gz,84481055,2018-11-27,4.8,300.0,300.0,300.0
EMD-0092,emd_0092_half_map_1.map.gz,135126081,2018-11-27,6.7,350.0,350.0,350.0
EMD-0092,emd_0092_half_map_2.map.gz,135350620,2018-11-27,6.7,350.0,350.0,350.0
EMD-0093,emd_0093_half_map_1.map.gz,39056098,2019-04-29,3.4,220.0,220.0,220.0
EMD-0093,emd_0093_half_map_2.map.gz,39044642,2019-04-29,3.4,220.0,220.0,220.0
EMD-0094,emd_0094_half_map_1.map.gz,39047808,2019-04-25,3.4,220.0,220.0,220.0
EMD-0094,emd_0094_half_map_2.map.gz,39078198,2019-04-25,3.4,220.0,220.0,220.0
EMD-0103,emd_0103_half_map_1.map.gz,134463481,2019-06-06,4.0,350.0,350.0,350.0
EMD-0103,emd_0103_half_map_2.map.gz,134336261,2019-06-06,4.0,350.0,350.0,350.0
EMD-0114,emd_0114_half_map_1.map.gz,399529098,2020-11-18,9.07,500.0,500.0,500.0
EMD-0114,emd_0114_half_map_2.map.gz,400180418,2020-11-18,9.07,500.0,500.0,500.0
EMD-0115,emd_0115_half_map_1.map.gz,398459333,2020-11-18,23.68,500.0,500.0,500.0
EMD-0115,emd_0115_half_map_2.map.gz,398521063,2020-11-18,23.68,500.0,500.0,500.0
EMD-0116,emd_0116_half_map_1.map.gz,397164144,2020-11-18,12.18,500.0,500.0,500.0
EMD-0116,emd_0116_half_map_2.map.gz,397382385,2020-11-18,12.18,500.0,500.0,500.0
EMD-0118,emd_0118_half_map_1.map.gz,397446437,2020-11-18,13.75,500.0,500.0,500.0
EMD-0118,emd_0118_half_map_2.map.gz,398085988,2020-11-18,13.75,500.0,500.0,500.0
EMD-0120,emd_0120_half_map_1.map.gz,400354777,2020-11-18,23.68,500.0,500.0,500.0
EMD-0120,emd_0120_half_map_2.map.gz,399647147,2020-11-18,23.68,500.0,500.0,500.0
EMD-0121,emd_0121_half_map_1.map.gz,15632167,2020-10-29,5.08,256.0,256.0,256.0
EMD-0121,emd_0121_half_map_2.map.gz,15617254,2020-10-29,5.08,256.0,256.0,256.0
EMD-0122,emd_0122_half_map_1.map.gz,15726494,2020-11-18,7.79,256.0,256.0,256.0
EMD-0122,emd_0122_half_map_2.map.gz,15684873,2020-11-18,7.79,256.0,256.0,256.0
EMD-0123,emd_0123_half_map_1.map.gz,15630648,2020-11-18,7.66,256.0,256.0,256.0
EMD-0123,emd_0123_half_map_2.map.gz,15671932,2020-11-18,7.66,256.0,256.0,256.0
EMD-0124,emd_0124_half_map_1.map.gz,15592428,2020-11-18,6.93,256.0,256.0,256.0
EMD-0124,emd_0124_half_map_2.map.gz,15655791,2020-11-18,6.93,256.0,256.0,256.0
EMD-0125,emd_0125_half_map_1.map.gz,15606809,2020-11-18,7.53,256.0,256.0,256.0
EMD-0125,emd_0125_half_map_2.map.gz,15603827,2020-11-18,7.53,256.0,256.0,256.0
EMD-0126,emd_0126_half_map_1.map.gz,15483588,2020-11-18,4.69,256.0,256.0,256.0
EMD-0126,emd_0126_half_map_2.map.gz,15471483,2020-11-18,4.69,256.0,256.0,256.0
EMD-0131,emd_0131_half_map_1.map.gz,173980470,2020-10-29,7.7,384.0,384.0,384.0
EMD-0131,emd_0131_half_map_2.map.gz,173665106,2020-10-29,7.7,384.0,384.0,384.0
EMD-0132,emd_0132_half_map_1.map.gz,160477616,2019-07-03,3.9,350.0,350.0,350.0
EMD-0132,emd_0132_half_map_2.map.gz,160491982,2019-07-03,3.9,350.0,350.0,350.0
EMD-0143,emd_0143_half_map_1.map.gz,12039104,2018-11-10,4.02,232.0,232.0,232.0
EMD-0143,emd_0143_half_map_2.map.gz,12039479,2018-11-10,4.02,232.0,232.0,232.0
EMD-0144,emd_0144_half_map_1.map.gz,142250811,2020-11-18,1.65,360.0,360.0,360.0
EMD-0144,emd_0144_half_map_2.map.gz,142393008,2020-11-18,1.65,360.0,360.0,360.0
EMD-0145,emd_0145_half_map_1.map.gz,12049998,2018-11-10,4.16,232.0,232.0,232.0
EMD-0145,emd_0145_half_map_2.map.gz,12051258,2018-11-10,4.16,232.0,232.0,232.0
EMD-0151,emd_0151_half_map_1.map.gz,147542523,2020-11-18,4.1,360.0,360.0,360.0
EMD-0151,emd_0151_half_map_2.map.gz,147852246,2020-11-18,4.1,360.0,360.0,360.0
EMD-0152,emd_0152_half_map_1.map.gz,31124060,2020-11-18,3.10945,216.0,216.0,216.0
EMD-0152,emd_0152_half_map_2.map.gz,31122184,2020-11-18,3.10945,216.0,216.0,216.0
EMD-0153,emd_0153_half_map_1.map.gz,291248231,2020-11-18,1.89834,450.0,450.0,450.0
EMD-0153,emd_0153_half_map_2.map.gz,291361655,2020-11-18,1.89834,450.0,450.0,450.0
EMD-0172,emd_0172_half_map_1.map.gz,1402025528,2019-03-26,3.78,760.0,760.0,760.0
EMD-0172,emd_0172_half_map_2.map.gz,1401368084,2019-03-26,3.78,760.0,760.0,760.0
EMD-0174,emd_0174_half_map_1.map.gz,1463969138,2019-03-26,3.74,768.0,768.0,768.0
EMD-0174,emd_0174_half_map_2.map.gz,1464271805,2019-03-26,3.74,768.0,768.0,768.0
EMD-0182,emd_0182_half_map_1.map.gz,423772357,2019-03-11,3.36,350.0,350.0,350.0
EMD-0182,emd_0182_half_map_2.map.gz,423750762,2019-03-11,3.36,350.0,350.0,350.0
EMD-0183,emd_0183_half_map_1.map.gz,426245613,2019-03-11,3.16,350.0,350.0,350.0
EMD-0183,emd_0183_half_map_2.map.gz,425509300,2019-03-11,3.16,350.0,350.0,350.0
EMD-0185,emd_0185_half_map_1.map.gz,432934106,2019-03-12,3.8,350.0,350.0,350.0
EMD-0185,emd_0185_half_map_2.map.gz,432908607,2019-03-12,3.8,350.0,350.0,350.0
EMD-0192,emd_0192_half_map_1.map.gz,141898060,2018-10-10,3.9,356.0,356.0,356.0
EMD-0192,emd_0192_half_map_2.map.gz,141885184,2018-10-10,3.9,356.0,356.0,356.0
EMD-0193,emd_0193_half_map_1.map.gz,37384545,2019-11-19,4.3,230.0,230.0,230.0
EMD-0193,emd_0193_half_map_2.map.gz,37376750,2019-11-19,4.3,230.0,230.0,230.0
EMD-0194,emd_0194_half_map_1.map.gz,142174716,2018-10-10,3.8,356.0,356.0,356.0
EMD-0194,emd_0194_half_map_2.map.gz,142175966,2018-10-10,3.8,356.0,356.0,356.0
EMD-0195,emd_0195_half_map_1.map.gz,361862770,2018-10-11,6.8,500.0,500.0,500.0
EMD-0195,emd_0195_half_map_2.map.gz,362716925,2018-10-11,6.8,500.0,500.0,500.0
EMD-0197,emd_0197_half_map_1.map.gz,341737837,2018-10-10,6.5,500.0,500.0,500.0
EMD-0197,emd_0197_half_map_2.map.gz,340377292,2018-10-10,6.5,500.0,500.0,500.0
EMD-0199,emd_0199_half_map_1.map.gz,84583814,2018-10-18,3.1,300.0,300.0,300.0
EMD-0199,emd_0199_half_map_2.map.gz,84585511,2018-10-18,3.1,300.0,300.0,300.0
EMD-0200,emd_0200_half_map_1.map.gz,47552757,2018-10-18,3.8,240.0,240.0,240.0
EMD-0200,emd_0200_half_map_2.map.gz,47214154,2018-10-18,3.8,240.0,240.0,240.0
EMD-0217,emd_0217_half_map_1.map.gz,426389050,2019-04-03,4.05,350.0,350.0,350.0
EMD-0217,emd_0217_half_map_2.map.gz,427177860,2019-04-03,4.05,350.0,350.0,350.0
EMD-0229,emd_0229_half_map_1.map.gz,203410835,2018-09-22,7.8,400.0,400.0,400.0
EMD-0229,emd_0229_half_map_2.map.gz,203882223,2018-09-22,7.8,400.0,400.0,400.0
EMD-0230,emd_0230_half_map_1.map.gz,103177771,2018-09-16,3.37,320.0,320.0,320.0
EMD-0230,emd_0230_half_map_2.map.gz,103170257,2018-09-16,3.37,320.0,320.0,320.0
EMD-0231,emd_0231_half_map_1.map.gz,102680562,2018-09-19,3.39,320.0,320.0,320.0
EMD-0231,emd_0231_half_map_2.map.gz,102629158,2018-09-19,3.39,320.0,320.0,320.0
EMD-0232,emd_0232_half_map_1.map.gz,103188347,2018-09-16,3.27,320.0,320.0,320.0
EMD-0232,emd_0232_half_map_2.map.gz,103180467,2018-09-16,3.27,320.0,320.0,320.0
EMD-0233,emd_0233_half_map_1.map.gz,102668489,2018-09-16,3.08,320.0,320.0,320.0
EMD-0233,emd_0233_half_map_2.map.gz,102668007,2018-09-16,3.08,320.0,320.0,320.0
EMD-0234,emd_0234_half_map_1.map.gz,498504177,2018-09-20,3.3,512.0,512.0,512.0
EMD-0234,emd_0234_half_map_2.map.gz,498505214,2018-09-20,3.3,512.0,512.0,512.0
EMD-0235,emd_0235_half_map_1.map.gz,498072713,2018-09-20,3.3,512.0,512.0,512.0
EMD-0235,emd_0235_half_map_2.map.gz,498070346,2018-09-20,3.3,512.0,512.0,512.0
EMD-0236,emd_0236_half_map_1.map.gz,498205293,2018-09-20,4.1,512.0,512.0,512.0
EMD-0236,emd_0236_half_map_2.map.gz,498204548,2018-09-20,4.1,512.0,512.0,512.0
EMD-0237,emd_0237_half_map_1.map.gz,497583738,2018-09-20,4.2,512.0,512.0,512.0
EMD-0237,emd_0237_half_map_2.map.gz,497583770,2018-09-20,4.2,512.0,512.0,512.0
EMD-0243,emd_0243_half_map_1.map.gz,111220136,2019-02-18,2.65,328.0,328.0,328.0
EMD-0243,emd_0243_half_map_2.map.gz,111211584,2019-02-18,2.65,328.0,328.0,328.0
EMD-0244,emd_0244_half_map_1.map.gz,39567805,2019-01-21,7.1,220.0,220.0,220.0
EMD-0244,emd_0244_half_map_2.map.gz,39570301,2019-01-21,7.1,220.0,220.0,220.0
EMD-0251,emd_0251_half_map_1.map.gz,103556695,2018-11-10,7.1,320.0,320.0,320.0
EMD-0251,emd_0251_half_map_2.map.gz,103588091,2018-11-10,7.1,320.0,320.0,320.0
EMD-0253,emd_0253_half_map_1.map.gz,103507361,2020-11-18,4.5,320.0,320.0,320.0
EMD-0253,emd_0253_half_map_2.map.gz,103528054,2020-11-18,4.5,320.0,320.0,320.0
EMD-0254,emd_0254_half_map_1.map.gz,103635903,2020-11-18,4.6,320.0,320.0,320.0
EMD-0254,emd_0254_half_map_2.map.gz,103619181,2020-11-18,4.6,320.0,320.0,320.0
EMD-0255,emd_0255_half_map_1.map.gz,103494391,2020-11-18,4.8,320.0,320.0,320.0
EMD-0255,emd_0255_half_map_2.map.gz,103484568,2020-11-18,4.8,320.0,320.0,320.0
EMD-0257,emd_0257_half_map_1.map.gz,42719847,2018-11-28,3.7,240.0,240.0,240.0
EMD-0257,emd_0257_half_map_2.map.gz,42723701,2018-11-28,3.7,240.0,240.0,240.0
EMD-0258,emd_0258_half_map_1.map.gz,42780588,2018-11-29,4.0,240.0,240.0,240.0
EMD-0258,emd_0258_half_map_2.map.gz,42721340,2018-11-29,4.0,240.0,240.0,240.0
EMD-0259,emd_0259_half_map_1.map.gz,61550221,2018-10-04,3.2,270.0,270.0,270.0
EMD-0259,emd_0259_half_map_2.map.gz,61546805,2018-10-04,3.2,270.0,270.0,270.0
EMD-0260,emd_0260_half_map_1.map.gz,61363790,2018-10-04,3.3,270.0,270.0,270.0
EMD-0260,emd_0260_half_map_2.map.gz,61307020,2018-10-04,3.3,270.0,270.0,270.0
EMD-0263,emd_0263_half_map_1.map.gz,49249842,2018-12-17,2.18,256.0,256.0,256.0
EMD-0263,emd_0263_half_map_2.map.gz,48844498,2018-12-17,2.18,256.0,256.0,256.0
EMD-0264,emd_0264_half_map_1.map.gz,399131138,2019-03-18,4.6,500.0,500.0,500.0
EMD-0264,emd_0264_half_map_2.map.gz,400490938,2019-03-18,4.6,500.0,500.0,500.0
EMD-0271,emd_0271_half_map_1.map.gz,430538716,2018-12-15,2.66,512.0,512.0,512.0
EMD-0271,emd_0271_half_map_2.map.gz,430358706,2018-12-15,2.66,512.0,512.0,512.0
EMD-0272,emd_0272_half_map_1.map.gz,428968316,2018-12-15,2.64,512.0,512.0,512.0
EMD-0272,emd_0272_half_map_2.map.gz,429062345,2018-12-15,2.64,512.0,512.0,512.0
EMD-0273,emd_0273_half_map_1.map.gz,430537019,2018-12-18,2.8,512.0,512.0,512.0
EMD-0273,emd_0273_half_map_2.map.gz,430492107,2018-12-18,2.8,512.0,512.0,512.0
EMD-0275,emd_0275_half_map_1.map.gz,52255969,2019-01-08,3.1,256.0,256.0,256.0
EMD-0275,emd_0275_half_map_2.map.gz,52260533,2019-01-08,3.1,256.0,256.0,256.0
EMD-0276,emd_0276_half_map_1.map.gz,705047739,2019-07-30,3.41,350.0,350.0,350.0
EMD-0276,emd_0276_half_map_2.map.gz,705291792,2019-07-30,3.41,350.0,350.0,350.0
EMD-0277,emd_0277_half_map_1.map.gz,701909261,2020-03-25,3.3,350.0,350.0,350.0
EMD-0277,emd_0277_half_map_2.map.gz,702178510,2020-03-25,3.3,350.0,350.0,350.0
EMD-0278,emd_0278_half_map_1.map.gz,704641358,2019-07-30,3.66,350.0,350.0,350.0
EMD-0278,emd_0278_half_map_2.map.gz,704670912,2019-07-30,3.66,350.0,350.0,350.0
EMD-0279,emd_0279_half_map_1.map.gz,52195897,2019-01-08,3.04,256.0,256.0,256.0
EMD-0279,emd_0279_half_map_2.map.gz,52193453,2019-01-08,3.04,256.0,256.0,256.0
EMD-0280,emd_0280_half_map_1.map.gz,34633060,2019-01-08,3.69,224.0,224.0,224.0
EMD-0280,emd_0280_half_map_2.map.gz,34633360,2019-01-08,3.69,224.0,224.0,224.0
EMD-0282,emd_0282_half_map_1.map.gz,52315298,2019-01-08,3.26,256.0,256.0,256.0
EMD-0282,emd_0282_half_map_2.map.gz,52313533,2019-01-08,3.26,256.0,256.0,256.0
EMD-0283,emd_0283_half_map_1.map.gz,84674536,2019-01-08,3.58,300.0,300.0,300.0
EMD-0283,emd_0283_half_map_2.map.gz,84667971,2019-01-08,3.58,300.0,300.0,300.0
EMD-0284,emd_0284_half_map_1.map.gz,702727236,2020-11-18,4.5,350.0,350.0,350.0
EMD-0284,emd_0284_half_map_2.map.gz,704585486,2020-11-18,4.5,350.0,350.0,350.0
EMD-0285,emd_0285_half_map_1.map.gz,704677854,2020-11-18,4.4,350.0,350.0,350.0
EMD-0285,emd_0285_half_map_2.map.gz,705623688,2020-11-18,4.4,350.0,350.0,350.0
EMD-0286,emd_0286_half_map_1.map.gz,699323323,2020-11-18,5.0,350.0,350.0,350.0
EMD-0286,emd_0286_half_map_2.map.gz,698693002,2020-11-18,5.0,350.0,350.0,350.0
EMD-0297,emd_0297_half_map_1.map.gz,147167469,2019-07-31,3.4,360.0,360.0,360.0
EMD-0297,emd_0297_half_map_2.map.gz,147450046,2019-07-31,3.4,360.0,360.0,360.0
EMD-0298,emd_0298_half_map_1.map.gz,142163273,2019-07-31,4.1,360.0,360.0,360.0
EMD-0298,emd_0298_half_map_2.map.gz,142158341,2019-07-31,4.1,360.0,360.0,360.0
EMD-0310,emd_0310_half_map_1.map.gz,42452475,2019-07-15,3.6,240.0,240.0,240.0
EMD-0310,emd_0310_half_map_2.map.gz,42454761,2019-07-15,3.6,240.0,240.0,240.0
EMD-0311,emd_0311_half_map_1.map.gz,41598965,2019-07-15,4.2,240.0,240.0,240.0
EMD-0311,emd_0311_half_map_2.map.gz,41635935,2019-07-15,4.2,240.0,240.0,240.0
EMD-0312,emd_0312_half_map_1.map.gz,41655486,2019-07-15,4.3,240.0,240.0,240.0
EMD-0312,emd_0312_half_map_2.map.gz,41648729,2019-07-15,4.3,240.0,240.0,240.0
EMD-0313,emd_0313_half_map_1.map.gz,41656667,2019-07-15,4.3,240.0,240.0,240.0
EMD-0313,emd_0313_half_map_2.map.gz,41652221,2019-07-15,4.3,240.0,240.0,240.0
EMD-0314,emd_0314_half_map_1.map.gz,41657693,2019-07-15,4.3,240.0,240.0,240.0
EMD-0314,emd_0314_half_map_2.map.gz,41608147,2019-07-15,4.3,240.0,240.0,240.0
EMD-0315,emd_0315_half_map_1.map.gz,41661697,2019-07-15,4.8,240.0,240.0,240.0
EMD-0315,emd_0315_half_map_2.map.gz,41655867,2019-07-15,4.8,240.0,240.0,240.0
EMD-0325,emd_0325_half_map_1.map.gz,6322216,2020-07-22,6.0,128.0,128.0,128.0
EMD-0325,emd_0325_half_map_2.map.gz,6324353,2020-07-22,6.0,128.0,128.0,128.0
EMD-0333,emd_0333_half_map_1.map.gz,239757088,2019-01-16,3.3,400.0,400.0,400.0
EMD-0333,emd_0333_half_map_2.map.gz,239863026,2019-01-16,3.3,400.0,400.0,400.0
EMD-0341,emd_0341_half_map_1.map.gz,34157054,2019-01-16,3.6,360.0,360.0,360.0
EMD-0341,emd_0341_half_map_2.map.gz,34156696,2019-01-16,3.6,360.0,360.0,360.0
EMD-0342,emd_0342_half_map_1.map.gz,34190467,2019-01-16,4.2,360.0,360.0,360.0
EMD-0342,emd_0342_half_map_2.map.gz,34187079,2019-01-16,4.2,360.0,360.0,360.0
EMD-0406,emd_0406_half_map_1.map.gz,428075986,2019-03-04,2.9,368.0,368.0,368.0
EMD-0406,emd_0406_half_map_2.map.gz,427999334,2019-03-04,2.9,368.0,368.0,368.0
EMD-0407,emd_0407_half_map_1.map.gz,50719528,2019-03-04,2.8,256.0,256.0,256.0
EMD-0407,emd_0407_half_map_2.map.gz,50770830,2019-03-04,2.8,256.0,256.0,256.0
EMD-0408,emd_0408_half_map_1.map.gz,50745210,2019-02-06,3.2,256.0,256.0,256.0
EMD-0408,emd_0408_half_map_2.map.gz,50820782,2019-02-06,3.2,256.0,256.0,256.0
EMD-0409,emd_0409_half_map_1.map.gz,6295039,2019-03-11,6.0,128.0,128.0,128.0
EMD-0409,emd_0409_half_map_2.map.gz,6296150,2019-03-11,6.0,128.0,128.0,128.0
EMD-0415,emd_0415_half_map_1.map.gz,147551517,2019-02-16,3.1,360.0,360.0,360.0
EMD-0415,emd_0415_half_map_2.map.gz,147565008,2019-02-16,3.1,360.0,360.0,360.0
EMD-0416,emd_0416_half_map_1.map.gz,148256388,2019-02-23,3.6,360.0,360.0,360.0
EMD-0416,emd_0416_half_map_2.map.gz,147683954,2019-02-23,3.6,360.0,360.0,360.0
EMD-0417,emd_0417_half_map_1.map.gz,147794805,2020-11-15,3.7,360.0,360.0,360.0
EMD-0417,emd_0417_half_map_2.map.gz,147604528,2020-11-15,3.7,360.0,360.0,360.0
EMD-0418,emd_0418_half_map_1.map.gz,147658910,2020-11-21,3.8,360.0,360.0,360.0
EMD-0418,emd_0418_half_map_2.map.gz,147804337,2020-11-21,3.8,360.0,360.0,360.0
EMD-0419,emd_0419_half_map_1.map.gz,147717902,2019-02-23,3.3,360.0,360.0,360.0
EMD-0419,emd_0419_half_map_2.map.gz,147812810,2019-02-23,3.3,360.0,360.0,360.0
EMD-0420,emd_0420_half_map_1.map.gz,147847319,2019-02-23,3.4,360.0,360.0,360.0
EMD-0420,emd_0420_half_map_2.map.gz,147760548,2019-02-23,3.4,360.0,360.0,360.0
EMD-0425,emd_0425_half_map_1.map.gz,148079043,2019-02-16,3.5,360.0,360.0,360.0
EMD-0425,emd_0425_half_map_2.map.gz,148189689,2019-02-16,3.5,360.0,360.0,360.0
EMD-0433,emd_0433_half_map_1.map.gz,74368327,2019-06-12,5.2,288.0,288.0,288.0
EMD-0433,emd_0433_half_map_2.map.gz,74463451,2019-06-12,5.2,288.0,288.0,288.0
EMD-0434,emd_0434_half_map_1.map.gz,161736344,2019-06-12,4.5,352.0,352.0,352.0
